标题,租赁方式,户型,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金(元/月),押金(元),服务费(元),中介费(元),链接
凤瑞二园,整租,2室1厅1卫,68.40㎡,南 北,10天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,1900,1900,0.0,1900,https://bj.zu.ke.com/zufang/BJ1946852208309960704.html
洋桥北里,整租,1室1厅1卫,37.30㎡,东南,3天前,随时入住,高楼层/20层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3800,3800,0.0,3800,https://bj.zu.ke.com/zufang/BJ1946854517903458304.html
华远铭悦,整租,3室1厅1卫,163.30㎡,南 北,9天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,8000,8000,0.0,8000,https://bj.zu.ke.com/zufang/BJ1947231461253840896.html
金顶街三区,整租,2室1厅1卫,88.79㎡,东南,1天前,随时入住,低楼层/24层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,年付,5375,5375,0.0,5375,https://bj.zu.ke.com/zufang/BJ1947228399562915840.html
尚西泊图,整租,2室1厅1卫,65.68㎡,东,3天前,随时入住,中楼层/24层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,5900,5900,0.0,5900,https://bj.zu.ke.com/zufang/BJ1947237432273403904.html
官悦欣园B区,整租,1室1厅1卫,58.00㎡,南,14天前,随时入住,高楼层/22层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,5200,5200,0.0,5200,https://bj.zu.ke.com/zufang/BJ1947246491529641984.html
彩虹新城,整租,2室1厅1卫,81.13㎡,南,10天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4800,4800,0.0,4800,https://bj.zu.ke.com/zufang/BJ1947240507058946048.html
惠康嘉园二区,整租,2室1厅1卫,88.00㎡,南 北,13天前,随时入住,中楼层/20层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4300,4300,0.0,4300,https://bj.zu.ke.com/zufang/BJ1947239184934633472.html
红松园北里2号院,整租,3室1厅1卫,81.65㎡,南 北,4天前,随时入住,高楼层/9层,无,租用车位,民水,民电,有,集中供暖,1年以内,一般下班后可看,季付,4499,4499,0.0,4499,https://bj.zu.ke.com/zufang/BJ1947269955984556032.html
南十里居10号院,整租,1室1厅1卫,44.00㎡,南 北,6天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,4100,4100,0.0,4100,https://bj.zu.ke.com/zufang/BJ1907306820762861568.html
绿地中央广场,整租,2房间0卫,72.51㎡,南,13天前,随时入住,高楼层/15层,有,暂无数据,商水,商电,有,集中供暖,暂无数据,需提前预约,季付,6000,6000,0.0,6000,https://bj.zu.ke.com/zufang/BJ1907359948736561152.html
天泽苑小区,整租,3室1厅1卫,109.37㎡,东,6天前,随时入住,低楼层/14层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4600,4600,0.0,4600,https://bj.zu.ke.com/zufang/BJ1907317077861990400.html
花园小区,整租,3室1厅1卫,92.36㎡,南 北,今天,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,半年付,1600,1600,0.0,1600,https://bj.zu.ke.com/zufang/BJ1907348436903002112.html
东辰小区,整租,3室1厅1卫,82.95㎡,东 西北,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5200,5200,0.0,5200,https://bj.zu.ke.com/zufang/BJ1907634347377164288.html
信和嘉园,整租,1室0厅1卫,48.71㎡,北,10天前,随时入住,中楼层/20层,有,暂无数据,民水,民电,有,自采暖,1年以内,需提前预约,季付,5600,5600,0.0,5600,https://bj.zu.ke.com/zufang/BJ1907402765823377408.html
圣馨大地,整租,2室2厅1卫,116.53㎡,东,1天前,随时入住,高楼层/28层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,10000,10000,0.0,10000,https://bj.zu.ke.com/zufang/BJ1907398934146318336.html
金领时代,整租,5房间2卫,160.00㎡,南,3天前,随时入住,高楼层/14层,有,暂无数据,商水,商电,有,集中供暖,3年以内,需提前预约,季付,12300,12300,0.0,12300,https://bj.zu.ke.com/zufang/BJ1907407126599303168.html
高家园一区,整租,2室1厅1卫,56.00㎡,东南,今天,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5800,5800,0.0,5800,https://bj.zu.ke.com/zufang/BJ1907408174860730368.html
世纪村西区,整租,1室1厅1卫,52.30㎡,南 北,4天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5300,5300,0.0,5300,https://bj.zu.ke.com/zufang/BJ1907647754134355968.html
龙泉苑小区,整租,2室1厅1卫,86.00㎡,南 北,2天前,随时入住,高楼层/11层,有,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4200,4200,0.0,4200,https://bj.zu.ke.com/zufang/BJ1907413730417704960.html
西什库大街37号院,整租,3室1厅1卫,64.00㎡,南 北,今天,随时入住,中楼层/6层,无,免费使用,民水,民电,无,自采暖,3年以上,需提前预约,季付,12500,12500,0.0,12500,https://bj.zu.ke.com/zufang/BJ1907631122875940864.html
东直门内北小街2号院,整租,4室2厅3卫,666.62㎡,南 西 北,1天前,随时入住,低楼层/20层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,75000,75000,0.0,75000,https://bj.zu.ke.com/zufang/BJ1907388492762054656.html
国门智慧城,整租,4房间1卫,79.00㎡,南,1天前,随时入住,中楼层/9层,有,免费使用,商水,商电,有,集中供暖,2年以内,需提前预约,季付,5670,5670,0.0,5670,https://bj.zu.ke.com/zufang/BJ1907392658263769088.html
希望家园,整租,3室2厅2卫,152.00㎡,南 北,1天前,随时入住,低楼层/6层,无,租用车位,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,11490,11490,0.0,11490,https://bj.zu.ke.com/zufang/BJ1908041796710039552.html
皂君庙甲7号院,整租,3室1厅1卫,68.00㎡,东 南 西,2天前,随时入住,中楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,10900,10900,0.0,10900,https://bj.zu.ke.com/zufang/BJ1908081929488433152.html
木樨地,整租,1室1厅1卫,42.60㎡,南,10天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,5000,5000,0.0,5000,https://bj.zu.ke.com/zufang/BJ1908065700669292544.html
金港国际,整租,4室2厅2卫,152.30㎡,南 北,13天前,随时入住,中楼层/9层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,15000,15000,0.0,15000,https://bj.zu.ke.com/zufang/BJ1908047255923851264.html
褐石,整租,5室2厅3卫,265.00㎡,南 北,1天前,随时入住,中楼层/5层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,41000,41000,0.0,41000,https://bj.zu.ke.com/zufang/BJ1908078250010083328.html
时雨园,整租,3室2厅2卫,130.31㎡,西南,7天前,随时入住,中楼层/19层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,16000,16000,0.0,16000,https://bj.zu.ke.com/zufang/BJ1908088802136555520.html
远洋新干线,整租,1室1厅1卫,181.00㎡,南,9天前,随时入住,中楼层/26层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,22800,22800,0.0,22800,https://bj.zu.ke.com/zufang/BJ1908094077178478592.html
西钓鱼台嘉园,整租,5室2厅4卫,356.00㎡,南 北,2天前,随时入住,高楼层/22层,有,租用车位,民水,民电,有,集中供暖,暂无数据,需提前预约,年付,70000,70000,0.0,70000,https://bj.zu.ke.com/zufang/BJ1908116285166714880.html
名都园,整租,6室2厅4卫,228.54㎡,南,6天前,随时入住,低楼层/3层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,38000,38000,0.0,38000,https://bj.zu.ke.com/zufang/BJ1908108805921570816.html
建新北区,整租,2室1厅1卫,56.73㎡,南,1天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2800,2800,0.0,2800,https://bj.zu.ke.com/zufang/BJ1947539465828302848.html
DBC加州小镇,整租,1室1厅1卫,65.00㎡,南 北,6天前,随时入住,低楼层/11层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,3400,3400,0.0,3400,https://bj.zu.ke.com/zufang/BJ1947524374877700096.html
八角南路,合租,4居室,16.00㎡,北,1天前,随时入住,6/6层,无,租用车位,民水,民电,有,集中供暖,9个月,随时可看,季付,1900,1900,,0,https://bj.zu.ke.com/zufang/BJ1932324244377567232.html
三里屯南路,整租,2室1厅1卫,63.70㎡,西南,今天,随时入住,5/14层,有,暂无数据,民水,民电,有,集中供暖,1~12个月,随时可看,月付,7833,7833,,0,https://bj.zu.ke.com/zufang/BJ1932374222009532416.html
稻香园西里,合租,3居室,17.10㎡,南,3天前,2025-01-05,5/6层,无,暂无数据,民水,民电,有,集中供暖,1年,需提前预约,月付,4399,4399,,0,https://bj.zu.ke.com/zufang/BJ1931383378204950528.html
龙跃苑四区,合租,4居室,30.00㎡,南,7天前,随时入住,6/6层,无,暂无数据,民水,民电,有,自采暖,6~12个月,随时可看,月付,3400,3400,,0,https://bj.zu.ke.com/zufang/BJ1931981369873793024.html
沿海赛洛城五期,整租,1室1厅1卫,64.74㎡,东,3天前,2025-01-04,24/25层,有,暂无数据,民水,民电,有,集中供暖,7~12个月,需提前预约,月付,6394,6394,,0,https://bj.zu.ke.com/zufang/BJ1931909405238886400.html
泰河园三里,整租,2室1厅1卫,94.00㎡,南 北,1天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,4300,4300,0.0,4300,https://bj.zu.ke.com/zufang/BJ1947520820423163904.html
学府壹号院,整租,4室2厅3卫,275.00㎡,南 北,今天,随时入住,低楼层/6层,有,暂无数据,暂无数据,暂无数据,有,自采暖,暂无数据,需提前预约,季付,40000,40000,0.0,40000,https://bj.zu.ke.com/zufang/BJ1947520386354642944.html
蓝光海悦城,整租,1房间1卫,46.70㎡,北,11天前,随时入住,低楼层/6层,有,暂无数据,商水,商电,有,集中供暖,暂无数据,需提前预约,季付,2000,2000,0.0,2000,https://bj.zu.ke.com/zufang/BJ1947512739001794560.html
太平桥西里,整租,2室1厅1卫,60.49㎡,东 北,8天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,6100,6100,0.0,6100,https://bj.zu.ke.com/zufang/BJ1947513020397649920.html
珠江国际城一区,整租,3室2厅4卫,228.15㎡,南 北,1天前,随时入住,低楼层/4层,无,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,11500,11500,0.0,11500,https://bj.zu.ke.com/zufang/BJ1947513556756856832.html
世奥国际中心,整租,1房间1卫,65.20㎡,北,10天前,随时入住,中楼层/25层,有,租用车位,商水,商电,无,集中供暖,1年以内,需提前预约,季付,7200,7200,0.0,7200,https://bj.zu.ke.com/zufang/BJ1947513487588589568.html
东王庄,合租,3居室,8.20㎡,北,今天,随时入住,5/6层,无,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,3528,3528,,0,https://bj.zu.ke.com/zufang/BJ1931777488132767744.html
运河湾南区,合租,3居室,14.90㎡,南,3天前,2025-01-11,31/33层,有,租用车位,民水,民电,有,集中供暖,1年,需提前预约,月付,3349,3349,,0,https://bj.zu.ke.com/zufang/BJ1932070975499665408.html
王庄路27号院,合租,3居室,14.60㎡,南,今天,随时入住,4/6层,无,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,4189,4189,,0,https://bj.zu.ke.com/zufang/BJ1932019764285145088.html
芍药居2号院,整租,2室1厅1卫,76.06㎡,南,2天前,随时入住,低楼层/7层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,7500,7500,0.0,7500,https://bj.zu.ke.com/zufang/BJ1947512855846715392.html
华源冠军城,合租,4居室,13.00㎡,南,今天,随时入住,21/23层,有,租用车位,民水,民电,有,集中供暖,1~7个月,随时可看,月付,3680,3680,,0,https://bj.zu.ke.com/zufang/BJ1931995183772073984.html
亮马嘉园,整租,2室1厅1卫,115.67㎡,南,今天,随时入住,12/16层,有,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,9124,9124,,0,https://bj.zu.ke.com/zufang/BJ1932207216568303616.html
南三环中路,合租,3居室,7.45㎡,西,今天,随时入住,1/5层,无,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,1984,1984,,0,https://bj.zu.ke.com/zufang/BJ1932365486482259968.html
惠新苑,合租,3居室,11.00㎡,南,今天,随时入住,9/14层,有,租用车位,民水,民电,有,集中供暖,4~7个月,随时可看,月付,3318,3318,,0,https://bj.zu.ke.com/zufang/BJ1953767023582380032.html
盛今佳园,整租,3房间2卫,38.00㎡,南 北,18天前,随时入住,高楼层/18层,有,暂无数据,民水,商电,有,集中供暖,暂无数据,需提前预约,季付,5700,5700,0.0,5700,https://bj.zu.ke.com/zufang/BJ1947516796663758848.html
华贸城,合租,3居室,10.40㎡,西南,今天,随时入住,15/27层,有,租用车位,民水,民电,有,自采暖,1年,随时可看,月付,2824,2824,,0,https://bj.zu.ke.com/zufang/BJ1953863942631587840.html
蜂鸟家园,整租,1室1厅1卫,44.55㎡,南,1天前,2024-12-27,10/16层,有,租用车位,民水,民电,有,集中供暖,1年,需提前预约,月付,7969,7969,,0,https://bj.zu.ke.com/zufang/BJ1954208669570695168.html
海华堂,整租,1室1厅1卫,60.00㎡,西,15天前,随时入住,高楼层/33层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,6200,6200,0.0,6200,https://bj.zu.ke.com/zufang/BJ1947514509887275008.html
灵境胡同12号院,整租,2室1厅1卫,80.60㎡,南,今天,随时入住,3/6层,无,租用车位,民水,民电,有,集中供暖,1~2年,随时可看,月付,15319,15319,,0,https://bj.zu.ke.com/zufang/BJ1954406078338826240.html
八宝庄,整租,1室1厅1卫,45.30㎡,西,今天,随时入住,低楼层/16层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,5600,5600,0.0,5600,https://bj.zu.ke.com/zufang/BJ1947499019567628288.html
夏霖园,整租,1室1厅1卫,57.00㎡,南 北,1天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,自采暖,暂无数据,一般下班后可看,季付,5800,5800,0.0,5800,https://bj.zu.ke.com/zufang/BJ1947499109413814272.html
水仙园,整租,3室2厅1卫,181.22㎡,南 北,1天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,21666,21666,0.0,21666,https://bj.zu.ke.com/zufang/BJ1947502325190885376.html
新华小区,合租,3居室,11.50㎡,北,今天,随时入住,4/6层,无,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,1774,1774,,0,https://bj.zu.ke.com/zufang/BJ1954395079510589440.html
槠榆树家园,整租,3室1厅1卫,89.51㎡,南 北,14天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,暂无数据,1年以内,需提前预约,季付,2000,2000,0.0,2000,https://bj.zu.ke.com/zufang/BJ1949448213882732544.html
北苑家园茉藜园,合租,3居室,25.00㎡,西南,8天前,2025-01-02,13/25层,有,免费使用,民水,民电,有,集中供暖,1~3年,需提前预约,季付,2650,2650,,0,https://bj.zu.ke.com/zufang/BJ1884476410534297600.html
朝阳园,整租,2室1厅1卫,95.29㎡,东北,1天前,随时入住,中楼层/29层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,7800,7800,0.0,7800,https://bj.zu.ke.com/zufang/BJ1949470292690599936.html
安苑东里一区,整租,2室1厅1卫,59.61㎡,南 北,3天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5300,5300,0.0,5300,https://bj.zu.ke.com/zufang/BJ1949466366499094528.html
西兰岛,整租,2室1厅1卫,95.79㎡,南 北,2天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3500,3500,0.0,3500,https://bj.zu.ke.com/zufang/BJ1949456738646228992.html
国英园,整租,2室1厅1卫,60.50㎡,东 南,4天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,一般下班后可看,季付,9000,9000,0.0,9000,https://bj.zu.ke.com/zufang/BJ1949426849427750912.html
泰和宜园,整租,2室1厅1卫,92.00㎡,南 北,3天前,随时入住,低楼层/11层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3200,3200,0.0,3200,https://bj.zu.ke.com/zufang/BJ1949421540428742656.html
香花畦家园,整租,3室2厅2卫,168.67㎡,南 北,7天前,2025-01-15,中楼层/6层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,12000,12000,0.0,12000,https://bj.zu.ke.com/zufang/BJ1949414627347529728.html
天下儒寓,整租,2室2厅1卫,102.64㎡,西南,7天前,随时入住,中楼层/28层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,6200,6200,0.0,6200,https://bj.zu.ke.com/zufang/BJ1949419075964764160.html
百环家园,整租,2室1厅1卫,95.83㎡,西南,今天,随时入住,高楼层/28层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,7800,7800,0.0,7800,https://bj.zu.ke.com/zufang/BJ1949416970310909952.html
黄庄小区,整租,1室1厅1卫,42.79㎡,南,今天,随时入住,6/6层,无,暂无数据,民水,民电,有,集中供暖,7~12个月,随时可看,月付,7906,7906,,0,https://bj.zu.ke.com/zufang/BJ1883540058284228608.html
北京洋房,整租,4室2厅3卫,202.18㎡,南 北,1天前,随时入住,低楼层/5层,有,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,8000,8000,0.0,8000,https://bj.zu.ke.com/zufang/BJ1949418628726128640.html
玉阜嘉园,整租,2室2厅2卫,115.00㎡,西 北,今天,随时入住,高楼层/12层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,半年付,11000,11000,0.0,11000,https://bj.zu.ke.com/zufang/BJ1949431457915076608.html
